target name	accession	query name	E-value	description of target								"AAA domain, putative AbiEii toxin, Type IV TA system"				17	
WP_145902617.1	PF00665.32	rve	6.00E-23	Integrase core domain													
WP_079755206.1	PF08479.16	POTRA_2	1.00E-15	"POTRA domain, ShlB-type"													
WP_158511588.1	PF18676.6	MBG_2	5.70E-22	MBG domain (YGX type)													
WP_058150111.1	PF05860.19	TPS	6.50E-30	TPS secretion domain													
WP_058150116.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_059349576.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_086937300.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_034068904.1	PF13087.12	AAA_12	9.40E-21	AAA domain													
WP_030046111.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_023090500.1	PF13353.11	Fer4_12	4.10E-24	4Fe-4S single cluster domain													
WP_023090499.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_023090497.1	PF08845.15	SymE_toxin	1.40E-15	"Toxin SymE, type I toxin-antitoxin system"													
WP_115306473.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_228380997.1	PF01844.29	HNH	7.10E-03	HNH endonuclease													
WP_023090493.1	PF13304.12	AAA_21	1.90E-09	"AAA domain, putative AbiEii toxin, Type IV TA system"													
WP_023090492.1	PF01420.25	Methylase_S	1.40E-21	Type I restriction modification DNA specificity domain													
WP_023090491.1	PF02384.22	N6_Mtase	2.60E-46	N-6 DNA Methylase													
WP_023090490.1	PF04851.21	ResIII	3.10E-36	"Type III restriction enzyme, res subunit"													
WP_023090489.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_088003553.1	PF03483.22	B3_4	1.70E-72	B3/4 domain													
WP_198344645.1	PF01420.25	Methylase_S	6.50E-15	Type I restriction modification DNA specificity domain													
WP_031755520.1	PF15611.11	EH_Signature	8.80E-32	EH_Signature domain													
WP_088003559.1	PF00665.32	rve	9.30E-29	Integrase core domain													
WP_088003562.1	PF09848.15	SLFN-g3_helicase	1.40E-103	"Schlafen group 3, DNA/RNA helicase domain"													
WP_029610814.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_088003565.1	PF13353.11	Fer4_12	2.30E-24	4Fe-4S single cluster domain													
WP_088003569.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_223309035.1	PF24693.1	DUF7660	4.40E-04	Family of unknown function (DUF7660)													
WP_223309036.1	PF20383.3	DUF6678	6.70E-16	Family of unknown function (DUF6678)													
WP_228771203.1	PF00145.23	DNA_methylase	4.60E-26	C-5 cytosine-specific DNA methylase													
WP_023105229.1	PF09517.16	RE_Eco29kI	2.40E-66	Eco29kI restriction endonuclease													
WP_019681944.1	PF09517.16	RE_Eco29kI	6.20E-08	Eco29kI restriction endonuclease													
WP_019681943.1	PF03852.21	Vsr	1.60E-26	DNA mismatch endonuclease Vsr													
WP_190311382.1	PF13391.12	HNH_2	2.90E-12	HNH endonuclease													
WP_019682953.1	PF13280.11	WYL	1.00E-04	WYL domain													
WP_057387071.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_079748111.1	PF07724.20	AAA_2	7.90E-44	AAA domain (Cdc48 subfamily)													
WP_057387068.1	PF04828.21	GFA	3.60E-17	Glutathione-dependent formaldehyde-activating enzyme													
WP_073665609.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_069382801.1	PF13087.12	AAA_12	9.40E-21	AAA domain													
WP_031299998.1	PF00145.23	DNA_methylase	1.50E-20	C-5 cytosine-specific DNA methylase													
WP_034023656.1	PF13589.12	HATPase_c_3	2.10E-29	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_034013990.1	PF10593.14	Z1	1.70E-84	Z1 domain													
WP_031300000.1	PF14390.12	DUF4420	2.40E-72	"Putative PD-(D/E)XK family member, (DUF4420)"													
WP_034013992.1	PF10592.14	AIPR	1.30E-94	AIPR protein													
WP_079452535.1	PF13936.12	HTH_38	1.10E-18	Helix-turn-helix domain													
WP_071537938.1	PF08378.17	NERD	2.20E-09	Nuclease-related domain													
WP_031300920.1	PF09369.15	MZB	3.40E-10	MrfA Zn-binding domain													
WP_021264925.1	PF00271.37	Helicase_C	4.60E-05	Helicase conserved C-terminal domain													
WP_021264926.1	PF00580.27	UvrD-helicase	6.50E-16	UvrD/REP helicase N-terminal domain													
WP_021264932.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_033942953.1	PF00271.37	Helicase_C	7.60E-12	Helicase conserved C-terminal domain													
WP_033942951.1	PF14335.11	DUF4391	1.00E-59	Domain of unknown function (DUF4391)													
WP_033942949.1	PF01555.24	N6_N4_Mtase	4.40E-28	DNA methylase													
WP_033942947.1	PF19778.5	RE_endonuc	3.50E-33	Endonuclease domain													
WP_033942945.1	PF06428.16	Sec2p	9.20E-03	GDP/GTP exchange factor Sec2p													
WP_033942944.1	PF00012.26	HSP70	6.70E-33	Hsp70 protein													
WP_033942943.1	PF05930.18	Phage_AlpA	2.70E-20	Prophage CP4-57 regulatory protein (AlpA)													
WP_010794468.1	PF00872.24	Transposase_mut	2.80E-119	"Transposase, Mutator family"													
WP_237113893.1	PF00270.35	DEAD	1.50E-23	DEAD/DEAH box helicase													
WP_033942940.1	PF19888.4	DUF6361	5.90E-47	Family of unknown function (DUF6361)													
WP_201022591.1	PF13091.12	PLDc_2	2.80E-03	PLD-like domain													
WP_033942936.1	PF00271.37	Helicase_C	1.20E-06	Helicase conserved C-terminal domain													
WP_309301897.1	PF18796.6	LPD1	4.40E-15	Large polyvalent protein-associated domain 1													
WP_033942931.1	PF02604.25	PhdYeFM_antitox	4.50E-06	"Antitoxin Phd_YefM, type II toxin-antitoxin system"													
WP_071557699.1	PF05016.21	ParE_toxin	4.50E-15	"ParE toxin of type II toxin-antitoxin system, parDE"													
WP_033942928.1	PF04002.20	RadC	1.80E-45	RadC-like JAB domain													
WP_033942927.1	PF18897.5	Gp3-like	1.80E-48	Recombination directionality factor-like													
WP_033942926.1	PF09588.16	YqaJ	5.90E-50	YqaJ-like viral recombinase domain													
WP_033942925.1	PF06067.16	DUF932	1.60E-72	Domain of unknown function (DUF932)													
WP_232092115.1	PF05930.18	Phage_AlpA	1.70E-16	Prophage CP4-57 regulatory protein (AlpA)													
WP_079381216.1	PF11726.14	YagK_YfjJ_C	3.00E-07	YagK/YfjJ C-terminal domain													
WP_025242127.1	PF00589.27	Phage_integrase	2.00E-19	Phage integrase family													
WP_033942923.1	PF13208.11	TerB_N	3.20E-63	TerB N-terminal domain													
WP_033942918.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_079381203.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_023106410.1	PF20628.3	Dyp_perox_C	3.40E-56	"Dyp-type peroxidase, C-terminal"													
WP_086009326.1	PF13683.12	rve_3	2.00E-31	Integrase core domain													
WP_012613952.1	PF09823.15	DUF2357	3.70E-07	Domain of unknown function (DUF2357)													
WP_021204872.1	PF04002.20	RadC	8.70E-46	RadC-like JAB domain													
WP_012613954.1	PF18897.5	Gp3-like	1.60E-47	Recombination directionality factor-like													
WP_012613955.1	PF09588.16	YqaJ	3.70E-48	YqaJ-like viral recombinase domain													
WP_021204874.1	PF13538.12	UvrD_C_2	5.80E-09	UvrD-like helicase C-terminal domain													
WP_023121076.1	PF13020.12	NOV_C	7.80E-18	"Protein NO VEIN, C-terminal"													
WP_021204876.1	PF13280.11	WYL	1.50E-13	WYL domain													
WP_021204877.1	PF02384.22	N6_Mtase	4.70E-15	N-6 DNA Methylase													
WP_012613964.1	PF01935.23	DUF87	4.30E-45	"Helicase HerA, central domain"													
WP_196495454.1	PF00069.31	Pkinase	1.10E-28	Protein kinase domain													
WP_012613967.1	PF00589.27	Phage_integrase	1.60E-11	Phage integrase family													
WP_012613970.1	PF14464.11	Prok-JAB	5.40E-19	Prokaryotic homologs of the JAB domain													
WP_003131010.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_229035502.1	PF13245.12	AAA_19	4.30E-03	AAA domain													
WP_023094657.1	PF13087.12	AAA_12	6.90E-21	AAA domain													
WP_083144699.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_235581963.1	PF01152.27	Bac_globin	6.40E-20	Bacterial-like globin													
WP_033997152.1	PF05930.18	Phage_AlpA	3.90E-19	Prophage CP4-57 regulatory protein (AlpA)													
WP_033997135.1	PF11726.14	YagK_YfjJ_C	2.00E-06	YagK/YfjJ C-terminal domain													
WP_023082725.1	PF20721.2	C19orf12	1.60E-03	C19orf12-like protein													
WP_033997129.1	PF13280.11	WYL	3.70E-25	WYL domain													
WP_033997127.1	PF03797.25	Autotransporter	3.70E-59	Autotransporter beta-domain													
WP_033997124.1	PF18897.5	Gp3-like	4.80E-44	Recombination directionality factor-like													
WP_033997123.1	PF09588.16	YqaJ	2.10E-47	YqaJ-like viral recombinase domain													
WP_033997120.1	PF06067.16	DUF932	7.00E-73	Domain of unknown function (DUF932)													
WP_253844355.1	PF07693.20	KAP_NTPase	2.60E-48	KAP family P-loop domain													
WP_155684715.1	PF01026.27	TatD_DNase	3.90E-52	TatD related DNase													
WP_134392376.1	PF13365.12	Trypsin_2	6.30E-10	Trypsin-like peptidase domain													
WP_033997114.1	PF00270.35	DEAD	1.00E-23	DEAD/DEAH box helicase													
WP_033997112.1	PF12728.13	HTH_17	3.80E-17	Helix-turn-helix domain													
WP_196496117.1	PF02384.22	N6_Mtase	1.70E-29	N-6 DNA Methylase													
WP_033997110.1	PF13304.12	AAA_21	1.30E-16	"AAA domain, putative AbiEii toxin, Type IV TA system"													
WP_033997104.1	PF00069.31	Pkinase	1.00E-31	Protein kinase domain													
WP_033997099.1	PF00589.27	Phage_integrase	1.00E-13	Phage integrase family													
WP_033997118.1	PF07693.20	KAP_NTPase	4.90E-48	KAP family P-loop domain													
WP_034065961.1	PF05930.18	Phage_AlpA	1.10E-17	Prophage CP4-57 regulatory protein (AlpA)													
WP_034065959.1	PF11726.14	YagK_YfjJ_C	2.20E-44	YagK/YfjJ C-terminal domain													
WP_034065956.1	PF13280.11	WYL	5.70E-13	WYL domain													
WP_034065955.1	PF00270.35	DEAD	1.50E-22	DEAD/DEAH box helicase													
WP_034065954.1	PF02481.20	DNA_processg_A	1.00E-35	DNA recombination-mediator protein A													
WP_034065953.1	PF02384.22	N6_Mtase	1.50E-97	N-6 DNA Methylase													
WP_034065951.1	PF02384.22	N6_Mtase	1.50E-90	N-6 DNA Methylase													
WP_034065950.1	PF01420.25	Methylase_S	3.80E-08	Type I restriction modification DNA specificity domain													
WP_034065949.1	PF18766.7	SWI2_SNF2	2.60E-69	SWI2/SNF2 ATPase													
WP_034065948.1	PF07728.20	AAA_5	2.90E-29	AAA domain (dynein-related subfamily)													
WP_034065963.1	PF10117.15	McrBC	2.70E-18	McrBC 5-methylcytosine restriction system component													
WP_013973047.1	PF01609.27	DDE_Tnp_1	2.00E-35	Transposase DDE domain													
WP_232471301.1	PF22738.1	NNH7	2.00E-03	NACHT N-terminal Helical domain 7													
WP_034065758.1	PF04002.20	RadC	2.00E-42	RadC-like JAB domain													
WP_034065759.1	PF09588.16	YqaJ	6.50E-50	YqaJ-like viral recombinase domain													
WP_034065760.1	PF06067.16	DUF932	7.00E-72	Domain of unknown function (DUF932)													
WP_034065761.1	PF13191.12	AAA_16	9.60E-06	AAA ATPase domain													
WP_034065762.1	PF02604.25	PhdYeFM_antitox	6.70E-11	"Antitoxin Phd_YefM, type II toxin-antitoxin system"													
WP_003155922.1	PF01402.27	RHH_1	3.50E-12	"Ribbon-helix-helix protein, copG family"													
WP_010953434.1	PF05016.21	ParE_toxin	3.10E-14	"ParE toxin of type II toxin-antitoxin system, parDE"													
WP_034065764.1	PF00589.27	Phage_integrase	2.30E-13	Phage integrase family													
WP_023095445.1	PF02463.25	SMC_N	6.50E-05	RecF/RecN/SMC N terminal domain													
WP_031636348.1	PF14130.11	Cap4_nuclease	1.40E-08	"Cap4, dsDNA endonuclease domain"													
WP_023095450.1	PF08845.15	SymE_toxin	1.80E-04	"Toxin SymE, type I toxin-antitoxin system"													
WP_023095452.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_232471299.1	PF07728.20	AAA_5	4.10E-30	AAA domain (dynein-related subfamily)													
WP_122379223.1	PF13683.12	rve_3	3.90E-28	Integrase core domain													
WP_058160999.1	PF13280.11	WYL	4.00E-13	WYL domain													
WP_058160998.1	PF12128.14	DUF3584	1.50E-131	Protein of unknown function (DUF3584)													
WP_058160997.1	PF21980.2	MksE	1.70E-03	Condensin complex protein MksE													
WP_058160996.1	PF23947.1	DUF7281	5.30E-25	Domain of unknown function (DUF7281)													
WP_004352797.1	PF00665.32	rve	1.80E-30	Integrase core domain													
WP_021264362.1	PF01527.26	HTH_Tnp_1	8.90E-17	Transposase													
WP_127891038.1	PF00665.32	rve	8.00E-29	Integrase core domain													
WP_058160995.1	PF04851.21	ResIII	4.50E-36	"Type III restriction enzyme, res subunit"													
WP_058160993.1	PF02384.22	N6_Mtase	4.60E-46	N-6 DNA Methylase													
WP_058160991.1	PF01420.25	Methylase_S	6.80E-10	Type I restriction modification DNA specificity domain													
WP_071536221.1	PF13304.12	AAA_21	1.00E-05	"AAA domain, putative AbiEii toxin, Type IV TA system"													
WP_122379222.1	PF13683.12	rve_3	2.10E-31	Integrase core domain													
WP_071534255.1	PF14267.11	DUF4357	2.30E-21	Domain of unknown function (DUF4357)													
WP_058160150.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_058151905.1	PF13353.11	Fer4_12	4.10E-24	4Fe-4S single cluster domain													
WP_024947538.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_023101182.1	PF13087.12	AAA_12	9.40E-21	AAA domain													
WP_079456885.1	PF13936.12	HTH_38	1.10E-18	Helix-turn-helix domain													
WP_161564204.1	PF06508.19	QueC	3.20E-54	Queuosine biosynthesis protein QueC													
WP_124127966.1	PF21818.3	DUF6884	2.80E-42	Family of unknown function (DUF6884)													
WP_079456914.1	PF13289.12	SIR2_2	2.20E-12	SIR2-like domain													
WP_049271652.1	PF05014.21	Nuc_deoxyrib_tr	1.70E-18	Nucleoside 2-deoxyribosyltransferase													
WP_049271653.1	PF00082.27	Peptidase_S8	5.40E-16	Subtilase family													
WP_065440216.1	PF00004.35	AAA	4.70E-32	ATPase family associated with various cellular activities (AAA)													
WP_049271654.1	PF01936.24	NYN	6.10E-30	NYN domain													
WP_079456915.1	PF22769.1	DCD	5.80E-14	dCTP deaminase-like													
WP_203448183.1	PF13683.12	rve_3	1.10E-29	Integrase core domain													
WP_124214852.1	PF00665.32	rve	9.30E-29	Integrase core domain													
WP_121496356.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_079456856.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_078451379.1	PF22769.1	DCD	6.80E-14	dCTP deaminase-like													
WP_223198327.1	PF12643.12	MazG-like	1.40E-15	MazG-like family													
WP_031685686.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_023091644.1	PF09848.15	SLFN-g3_helicase	2.10E-106	"Schlafen group 3, DNA/RNA helicase domain"													
WP_033970567.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_105412554.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_023098564.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_079868537.1	PF13936.12	HTH_38	2.40E-18	Helix-turn-helix domain													
WP_033942941.1	PF00270.35	DEAD	1.80E-23	DEAD/DEAH box helicase													
WP_033942934.1	PF18796.6	LPD1	4.10E-15	Large polyvalent protein-associated domain 1													
WP_079388949.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_034027088.1	PF13353.11	Fer4_12	1.50E-24	4Fe-4S single cluster domain													
WP_058153908.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_012315156.1	PF00872.24	Transposase_mut	2.30E-123	"Transposase, Mutator family"													
WP_103091614.1	PF13683.12	rve_3	2.00E-31	Integrase core domain													
WP_106096979.1	PF13304.12	AAA_21	1.00E-16	"AAA domain, putative AbiEii toxin, Type IV TA system"													
WP_034028850.1	PF00270.35	DEAD	4.20E-23	DEAD/DEAH box helicase													
WP_034028837.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_010895630.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_132664034.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_023123155.1	PF00176.29	SNF2-rel_dom	9.20E-33	SNF2-related domain													
WP_088376754.1	PF00589.27	Phage_integrase	9.90E-08	Phage integrase family													
WP_023104522.1	PF13560.12	HTH_31	3.80E-09	Helix-turn-helix domain													
WP_088376752.1	PF07804.18	HipA_C	1.10E-47	HipA-like C-terminal domain													
WP_088376751.1	PF13604.12	AAA_30	2.20E-17	AAA domain													
WP_088376682.1	PF05598.16	DUF772	1.90E-19	Transposase domain (DUF772)													
WP_023104517.1	PF04002.20	RadC	2.10E-45	RadC-like JAB domain													
WP_088376750.1	PF06067.16	DUF932	9.30E-55	Domain of unknown function (DUF932)													
WP_088376749.1	PF02195.24	ParBc	7.80E-11	ParB/Sulfiredoxin domain													
WP_079278463.1	PF01381.28	HTH_3	9.70E-11	Helix-turn-helix													
WP_088376748.1	PF11171.13	DUF2958	2.60E-42	Protein of unknown function (DUF2958)													
WP_088376747.1	PF22791.1	DUF7011	1.10E-24	Domain of unknown function (DUF7011)													
WP_023104509.1	PF12728.13	HTH_17	3.70E-10	Helix-turn-helix domain													
WP_088376746.1	PF10134.15	RPA	6.70E-87	Replication initiator protein A													
WP_088376744.1	PF01656.29	CbiA	2.00E-15	CobQ/CobB/MinD/ParA nucleotide binding domain													
WP_088376854.1	PF23807.1	RHH_10	8.80E-04	Ribbon-helix-helix protein													
WP_108240882.1	PF11000.13	DUF2840	3.90E-60	Protein of unknown function (DUF2840)													
WP_088376742.1	PF10502.14	Peptidase_S26	4.20E-25	"Signal peptidase, peptidase S26"													
WP_088376740.1	PF11843.13	DUF3363	2.70E-141	Protein of unknown function (DUF3363)													
WP_108240883.1	PF03466.25	LysR_substrate	4.60E-25	LysR substrate binding domain													
WP_088376739.1	PF13561.12	adh_short_C2	1.20E-24	Enoyl-(Acyl carrier protein) reductase													
WP_162949035.1	PF12625.12	Arabinose_bd	8.30E-34	"Arabinose-binding domain of AraC transcription regulator, N-term"													
WP_088376737.1	PF12697.13	Abhydrolase_6	5.20E-23	Alpha/beta hydrolase family													
WP_088376736.1	PF03466.25	LysR_substrate	1.30E-33	LysR substrate binding domain													
WP_088376735.1	PF20084.4	TrbK	4.40E-04	Conjugative transfer region protein TrbK													
WP_088376734.1	PF02534.20	T4SS-DNA_transf	1.80E-101	Type IV secretory system Conjugative DNA transfer													
WP_088376733.1	PF07704.17	PSK_trans_fac	4.60E-03	Rv0623-like transcription factor													
WP_088376731.1	PF04956.18	TrbC	1.80E-24	TrbC/VIRB2 pilin													
WP_034032010.1	PF05101.18	VirB3	1.50E-07	"Type IV secretory pathway, VirB3-like protein"													
WP_088376730.1	PF03135.19	CagE_TrbE_VirB	6.20E-08	"CagE, TrbE, VirB family, component of type IV transporter system"													
WP_088376728.1	PF04610.19	TrbL	5.40E-49	TrbL/VirB6 plasmid conjugal transfer protein													
WP_088376727.1	PF04335.19	VirB8	1.70E-68	VirB8 protein													
WP_088376726.1	PF03524.21	CagX	8.00E-68	Conjugal transfer protein													
WP_088376725.1	PF03743.19	TrbI	1.80E-58	Bacterial conjugation TrbI-like protein													
WP_232477533.1	PF13182.11	DUF4007	2.00E-59	Protein of unknown function (DUF4007)													
WP_108240884.1	PF01507.25	PAPS_reduct	2.20E-11	Phosphoadenosine phosphosulfate reductase family													
WP_088376722.1	PF02518.31	HATPase_c	8.30E-13	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_124135833.1	PF13683.12	rve_3	6.40E-31	Integrase core domain													
WP_239065580.1	PF10117.15	McrBC	7.90E-105	McrBC 5-methylcytosine restriction system component													
WP_071557701.1	PF05930.18	Phage_AlpA	2.40E-16	Prophage CP4-57 regulatory protein (AlpA)													
WP_003119459.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_108720443.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_043096922.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_012613956.1	PF06067.16	DUF932	4.90E-71	Domain of unknown function (DUF932)													
WP_012613957.1	PF13538.12	UvrD_C_2	5.80E-09	UvrD-like helicase C-terminal domain													
WP_259467017.1	PF13020.12	NOV_C	7.80E-18	"Protein NO VEIN, C-terminal"													
WP_024082503.1	PF00069.31	Pkinase	7.50E-29	Protein kinase domain													
WP_024082504.1	PF00589.27	Phage_integrase	8.90E-13	Phage integrase family													
WP_043096923.1	PF00589.27	Phage_integrase	1.60E-11	Phage integrase family													
WP_101516852.1	PF11726.14	YagK_YfjJ_C	7.70E-08	YagK/YfjJ C-terminal domain													
WP_121573363.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_003451845.1	PF13353.11	Fer4_12	1.50E-24	4Fe-4S single cluster domain													
WP_121573365.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_086009120.1	PF00665.32	rve	7.10E-29	Integrase core domain													
WP_023115262.1	PF13280.11	WYL	2.20E-13	WYL domain													
WP_023115263.1	PF02646.22	RmuC	1.00E-99	RmuC family													
WP_003459721.1	PF01695.23	IstB_IS21	4.40E-105	IstB-like ATP binding protein													
WP_112292490.1	PF22483.2	Mu-transpos_C_2	5.60E-19	"Mu transposase, C-terminal domain"													
WP_031633116.1	PF07669.17	Eco57I	2.20E-14	Eco57I restriction-modification methylase													
WP_023115270.1	PF09346.15	SMI1_KNR4	1.80E-25	SMI1 / KNR4 family (SUKH-1)													
WP_023115273.1	PF03235.19	GmrSD_N	3.70E-38	"GmrSD restriction endonuclease, N-terminal domain"													
WP_023115274.1	PF08665.17	PglZ	3.60E-03	PglZ domain													
WP_023115275.1	PF13337.12	BrxL_ATPase	1.60E-133	"Lon-like protease BrxL-like, ATPase domain"													
WP_023115276.1	PF14130.11	Cap4_nuclease	3.40E-45	"Cap4, dsDNA endonuclease domain"													
WP_023115277.1	PF08845.15	SymE_toxin	1.60E-10	"Toxin SymE, type I toxin-antitoxin system"													
WP_023115279.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_112207439.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_112207441.1	PF04851.21	ResIII	2.30E-22	"Type III restriction enzyme, res subunit"													
WP_112207443.1	PF03235.19	GmrSD_N	4.60E-36	"GmrSD restriction endonuclease, N-terminal domain"													
WP_112207449.1	PF00665.32	rve	7.10E-29	Integrase core domain													
WP_096314585.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_023081414.1	PF00589.27	Phage_integrase	8.70E-08	Phage integrase family													
WP_023081412.1	PF20066.5	Glyoxalase_8	7.30E-03	Glyoxalase superfamily protein													
WP_023081411.1	PF04002.20	RadC	9.70E-46	RadC-like JAB domain													
WP_023081408.1	PF06067.16	DUF932	8.80E-56	Domain of unknown function (DUF932)													
WP_023081407.1	PF02195.24	ParBc	4.30E-13	ParB/Sulfiredoxin domain													
WP_023081405.1	PF01381.28	HTH_3	7.10E-12	Helix-turn-helix													
WP_023081404.1	PF11171.13	DUF2958	7.00E-42	Protein of unknown function (DUF2958)													
WP_023081403.1	PF22791.1	DUF7011	3.70E-29	Domain of unknown function (DUF7011)													
WP_014995090.1	PF12728.13	HTH_17	3.80E-11	Helix-turn-helix domain													
WP_031633140.1	PF10134.15	RPA	2.30E-89	Replication initiator protein A													
WP_023081401.1	PF01656.29	CbiA	2.40E-16	CobQ/CobB/MinD/ParA nucleotide binding domain													
WP_023081400.1	PF23807.1	RHH_10	5.20E-04	Ribbon-helix-helix protein													
WP_023081399.1	PF11000.13	DUF2840	2.50E-59	Protein of unknown function (DUF2840)													
WP_023081398.1	PF10502.14	Peptidase_S26	1.30E-26	"Signal peptidase, peptidase S26"													
WP_023081397.1	PF11843.13	DUF3363	5.00E-149	Protein of unknown function (DUF3363)													
WP_031633141.1	PF03466.25	LysR_substrate	2.80E-39	LysR substrate binding domain													
WP_023081395.1	PF03807.23	F420_oxidored	8.80E-15	NADP oxidoreductase coenzyme F420-dependent													
WP_023081394.1	PF03807.23	F420_oxidored	8.10E-15	NADP oxidoreductase coenzyme F420-dependent													
WP_023081393.1	PF13561.12	adh_short_C2	2.10E-59	Enoyl-(Acyl carrier protein) reductase													
WP_023081392.1	PF03807.23	F420_oxidored	2.50E-20	NADP oxidoreductase coenzyme F420-dependent													
WP_023081391.1	PF00106.31	adh_short	3.60E-54	short chain dehydrogenase													
WP_031633142.1	PF11066.14	DUF2867	3.00E-34	Protein of unknown function (DUF2867)													
WP_023081390.1	PF03466.25	LysR_substrate	3.10E-35	LysR substrate binding domain													
WP_023081389.1	PF20084.4	TrbK	8.50E-03	Conjugative transfer region protein TrbK													
WP_023081388.1	PF02534.20	T4SS-DNA_transf	6.20E-103	Type IV secretory system Conjugative DNA transfer													
WP_023081387.1	PF01402.27	RHH_1	1.20E-03	"Ribbon-helix-helix protein, copG family"													
WP_023081385.1	PF04956.18	TrbC	3.50E-24	TrbC/VIRB2 pilin													
WP_023081384.1	PF05101.18	VirB3	2.00E-07	"Type IV secretory pathway, VirB3-like protein"													
WP_023081383.1	PF19044.6	P-loop_TraG	2.80E-08	TraG P-loop domain													
WP_079278554.1	PF18407.7	GNAT_like	4.20E-03	GCN5-related N-acetyltransferase like domain													
WP_023081381.1	PF04610.19	TrbL	4.40E-49	TrbL/VirB6 plasmid conjugal transfer protein													
WP_023081380.1	PF04335.19	VirB8	2.00E-67	VirB8 protein													
WP_023081379.1	PF03524.21	CagX	8.10E-67	Conjugal transfer protein													
WP_023081378.1	PF03743.19	TrbI	2.10E-59	Bacterial conjugation TrbI-like protein													
WP_023081377.1	PF14072.11	DndB	3.00E-129	DNA-sulfur modification-associated													
WP_023081376.1	PF01507.25	PAPS_reduct	1.20E-09	Phosphoadenosine phosphosulfate reductase family													
WP_023081375.1	PF13476.12	AAA_23	1.30E-12	AAA domain													
WP_049874856.1	PF08870.17	DndE	5.70E-27	DNA sulphur modification protein DndE													
WP_023081374.1	PF01844.29	HNH	3.30E-05	HNH endonuclease													
WP_023081372.1	PF14072.11	DndB	1.90E-11	DNA-sulfur modification-associated													
WP_023081370.1	PF13560.12	HTH_31	2.20E-07	Helix-turn-helix domain													
WP_033895419.1	PF07728.20	AAA_5	8.00E-10	AAA domain (dynein-related subfamily)													
WP_045175673.1	PF10117.15	McrBC	7.50E-105	McrBC 5-methylcytosine restriction system component													
WP_236081840.1	PF11066.14	DUF2867	2.40E-34	Protein of unknown function (DUF2867)													
WP_034037380.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_003279762.1	PF05930.18	Phage_AlpA	7.10E-23	Prophage CP4-57 regulatory protein (AlpA)													
WP_096861968.1	PF11726.14	YagK_YfjJ_C	3.00E-43	YagK/YfjJ C-terminal domain													
WP_096861969.1	PF03747.19	ADP_ribosyl_GH	8.10E-58	ADP-ribosylglycohydrolase													
WP_306453504.1	PF13438.11	DUF4113	3.30E-13	Domain of unknown function (DUF4113)													
WP_001389365.1	PF13610.12	DDE_Tnp_IS240	1.00E-49	DDE domain													
WP_000376623.1	PF00583.31	Acetyltransf_1	2.20E-14	Acetyltransferase (GNAT) family													
