Accession	Start	Stop	Size
NZ_CP117749.1	4880004	4913969	33965
NZ_JAHVZO010000014.1	101785	135750	33965
NZ_JAZBVG010000011.1	73205	107170	33965
NZ_JBIOAJ010000005.1	304974	338939	33965
NZ_KI519256.1	2921077	2955042	33965
NZ_LLUR01000023.1	101897	135862	33965
NZ_VIHZ01000011.1	100203	134168	33965
NZ_VIIP01000017.1	73055	107020	33965
NZ_CP031677.1	5190190	5224156	33966
NZ_JAXCNB010000007.1	110508	144474	33966
NZ_NSPO01000013.1	112016	145984	33968
NZ_CP150882.1	1921894	1955874	33980
NZ_JACWHF010000016.1	30652	64632	33980
NZ_MPBV01000001.1	964370	998350	33980
NZ_RXUP01000050.1	160895	194875	33980
NZ_JAIPSW010000010.1	136855	170837	33982
NZ_CP030861.1	4239505	4273493	33988
NZ_CP115278.1	1082898	1116888	33990
NZ_JACKWR010000001.1	4439776	4473766	33990
NZ_JAHVZN010000003.1	525000	558999	33999
NZ_LLSX01000083.1	173110	207123	34013
NZ_JAIXIN010000011.1	89	34103	34014
NZ_CP095772.2	5130502	5164529	34027
NZ_CABIOP010000027.1	9325	43361	34036
NZ_CABIOQ010000028.1	6885	40921	34036
NZ_CABIOS010000026.1	6871	40907	34036
NZ_CABIOU010000027.1	6871	40907	34036
NZ_CAWRGF010000027.1	6871	40907	34036
NZ_CP151543.1	1532574	1566627	34053
NZ_JACWHH010000003.1	1812198	1846258	34060
NZ_JAZEWJ010000071.1	136381	170441	34060
NZ_JALKHP010000002.1	299958	334045	34087
NZ_WOAN01000011.1	75313	109416	34103
NZ_WOAO01000010.1	75300	109403	34103
NZ_JBCPWS010000043.1	78	34204	34126
NZ_LYTZ01000009.1	60627	94773	34146
NZ_CAXXAC010000005.1	337252	371438	34186
NZ_QZXP01000069.1	102620	136809	34189
NZ_RWZY01000002.1	871864	906057	34193
NZ_JBJBGW010000030.1	1165	35371	34206
NZ_CP075176.1	5156660	5190899	34239
NZ_CP143907.1	6854369	6888608	34239
NZ_JACTAE010000016.1	75292	109531	34239
NZ_JAEMBW010000002.1	110949	145188	34239
NZ_JAFCGZ010000001.1	5015470	5049709	34239
NZ_JAFCHA010000001.1	5125170	5159409	34239
NZ_JAFCHJ010000001.1	5153083	5187322	34239
NZ_JAIXJB010000005.1	111026	145265	34239
NZ_JAVFCS010000001.1	56103	90342	34239
NZ_JAVFCX010000005.1	110949	145188	34239
NZ_JAPCHK010000025.1	289701	323951	34250
NZ_LLPO01000109.1	292907	327157	34250
NZ_LLQF01000078.1	171135	205385	34250
NZ_NIPH01000073.1	116759	151009	34250
NZ_NRBP01000012.1	141387	175637	34250
NZ_SWGG01000094.1	127	34381	34254
NZ_CP102441.2	1406044	1440323	34279
NZ_JAXCOJ010000002.1	230959	265243	34284
NZ_JTYR01000012.1	229122	263406	34284
NZ_RAAZ01000084.1	65433	99717	34284
NZ_RABA01000056.1	39821	74105	34284
NZ_RACD01000101.1	52614	86898	34284
NZ_NQZO01000017.1	68126	102432	34306
NZ_JAJPMY010000007.1	52544	86859	34315
NZ_CP032257.1	1581016	1615333	34317
NZ_VJMS01000016.1	99945	134266	34321
NZ_CP017293.1	5137151	5171473	34322
NZ_CP027174.1	3783171	3817493	34322
NZ_CP029707.1	3758950	3793272	34322
NZ_CP029745.1	4990938	5025260	34322
NZ_CP061777.1	5012599	5046921	34322
NZ_CP061779.1	4170134	4204456	34322
NZ_CP135098.1	6696311	6730633	34322
NZ_CP136399.1	5164893	5199215	34322
NZ_JABTBV010000033.1	72513	106835	34322
NZ_JABTBX010000014.1	72512	106834	34322
NZ_JABTBZ010000007.1	200089	234411	34322
NZ_JABTCB010000015.1	72517	106839	34322
NZ_JABTCC010000008.1	200107	234429	34322
NZ_JAECSF010000013.1	72451	106773	34322
NZ_JAECSH010000019.1	109	34431	34322
NZ_JAECUE010000020.1	101748	136070	34322
NZ_JAMKXX010000004.1	200046	234368	34322
NZ_JAVFEB010000017.1	81823	116145	34322
NZ_JAVQPX010000007.1	199919	234241	34322
NZ_JAWLPK010000007.1	94862	129184	34322
NZ_JBCIYO010000009.1	200046	234368	34322
NZ_JTZE01000013.1	199901	234223	34322
NZ_LLUO01000054.1	550189	584511	34322
NZ_NRBQ01000026.1	199866	234188	34322
NZ_NRBR01000016.1	101840	136162	34322
NZ_NRBS01000042.1	199891	234213	34322
NZ_NRBU01000012.1	199980	234302	34322
NZ_NRBW01000003.1	71527	105849	34322
NZ_NRBX01000016.1	199974	234296	34322
NZ_NSWM01000013.1	99816	134138	34322
NZ_NSWN01000015.1	99836	134158	34322
NZ_QVBG02000030.1	8320	42642	34322
NZ_RWVJ01000009.1	100730	135052	34322
NZ_RXCI01000014.1	121713	156035	34322
NZ_SRKE01000006.1	240775	275097	34322
NZ_CP118566.1	2737065	2771399	34334
NZ_RXCJ01000008.1	167972	202326	34354
NZ_JBGVXE010000009.1	94845	129212	34367
NZ_ASQV01000074.1	17898	52269	34371
NZ_CP045916.1	5085095	5119466	34371
NZ_CP104868.1	4894639	4929010	34371
NZ_CP110352.1	4896377	4930748	34371
NZ_CP115191.1	4463791	4498162	34371
NZ_JACEPO010000056.1	923	35294	34371
NZ_JACEQI010000014.1	99781	134152	34371
NZ_JAGFKM010000014.1	99586	133957	34371
NZ_JAOXOQ010000006.1	24160	58531	34371
NZ_JASMQX010000010.1	72502	106873	34371
NZ_JASMQZ010000013.1	99587	133958	34371
NZ_JAUEFI010000012.1	99587	133958	34371
NZ_JAUEFM010000013.1	99586	133957	34371
NZ_JAUEFN010000012.1	99587	133958	34371
NZ_JAUEFV010000004.1	358845	393216	34371
NZ_JAWIXG010000014.1	99586	133957	34371
NZ_JPFB01000002.1	174790	209161	34371
NZ_JTWK01000021.1	99848	134219	34371
NZ_JTYO01000007.1	99530	133901	34371
NZ_KI519252.1	2179457	2213828	34371
NZ_LLQX01000053.1	317602	351973	34371
NZ_LLRN01000027.1	100027	134398	34371
NZ_LLSL01000006.1	100067	134438	34371
NZ_LR739068.1	4943850	4978221	34371
NZ_MUYR01000007.1	148688	183059	34371
NZ_NFGE01000011.1	99963	134334	34371
NZ_NFGF01000010.1	99686	134057	34371
NZ_NFGG01000011.1	99963	134334	34371
NZ_NFGH01000025.1	236	34607	34371
NZ_NFGI01000011.1	99637	134008	34371
NZ_NFGJ01000010.1	72502	106873	34371
NZ_NFGM01000013.1	99963	134334	34371
NZ_NFGN01000006.1	72507	106878	34371
NZ_NINQ01000005.1	13023	47394	34371
NZ_QFRM01000003.1	317325	351696	34371
NZ_NMPT01000004.1	29758	64133	34375
NZ_NMPU01000042.1	71019	105394	34375
NZ_JAPDGU010000003.1	524714	559091	34377
NZ_JAZHAK010000003.1	558380	592757	34377
NZ_JTRF01000002.1	25566	59943	34377
NZ_NSUR01000005.1	313768	348145	34377
NZ_RAEG01000043.1	47059	81436	34377
NZ_RAEH01000082.1	99515	133892	34377
NZ_JBEHBI010000001.1	327633	362012	34379
NZ_CP061850.1	4500662	4535042	34380
NZ_CP064393.1	5125032	5159412	34380
NZ_CP064395.1	5229442	5263822	34380
NZ_CP064397.1	5230991	5265371	34380
NZ_CP064401.1	5165620	5200000	34380
NZ_CP065412.1	5152179	5186559	34380
NZ_CP065417.1	5230264	5264644	34380
NZ_CP073080.1	5319640	5354020	34380
NZ_CP077994.1	5227105	5261485	34380
NZ_CP077999.1	5164910	5199290	34380
NZ_CP078002.1	5023743	5058123	34380
NZ_CP078004.1	5228234	5262614	34380
NZ_CP084321.1	5269191	5303571	34380
NZ_CP125361.1	5227501	5261881	34380
NZ_CP125363.1	5227525	5261905	34380
NZ_CP125365.1	5228446	5262826	34380
NZ_CP125367.1	5228050	5262430	34380
NZ_CP136598.1	5226140	5260520	34380
NZ_CP154349.1	1106073	1140453	34380
NZ_JAIQJI010000003.1	346511	380891	34380
NZ_JAIQJK010000006.1	300709	335089	34380
NZ_JAIQJX010000003.1	346511	380891	34380
NZ_JAIQKA010000003.1	346221	380601	34380
NZ_JAIQKC010000002.1	346227	380607	34380
NZ_JAIQKF010000004.1	327012	361392	34380
NZ_JAIQKH010000003.1	346227	380607	34380
NZ_JAIQKR010000003.1	346227	380607	34380
NZ_JAIQKV010000003.1	327012	361392	34380
NZ_JAIQKY010000003.1	346704	381084	34380
NZ_JAIQLA010000002.1	346537	380917	34380
NZ_JAIZDU010000004.1	346094	380474	34380
NZ_JAIZDW010000005.1	346194	380574	34380
NZ_JAKFGK010000001.1	5173574	5207954	34380
NZ_JAMWMN010000001.1	5200426	5234806	34380
NZ_JAPCTC010000244.1	271190	305570	34380
NZ_JAPCTM010000005.1	346399	380779	34380
NZ_JAPCTN010000003.1	346109	380489	34380
NZ_JAPCTQ010000003.1	346293	380673	34380
NZ_JAPCTW010000003.1	346193	380573	34380
NZ_JAPFQJ010000003.1	346227	380607	34380
NZ_JARDUN010000001.1	2352491	2386871	34380
NZ_JASUAI010000003.1	346118	380498	34380
NZ_JASUAJ010000004.1	346094	380474	34380
NZ_JAUKGD010000002.1	346040	380420	34380
NZ_JAUYZE010000001.1	5144165	5178545	34380
NZ_JAVAMF010000004.1	327012	361392	34380
NZ_JAVAMG010000003.1	327272	361652	34380
NZ_JAVAMH010000003.1	327012	361392	34380
NZ_JAVAMJ010000003.1	327020	361400	34380
NZ_JAVAMM010000003.1	327012	361392	34380
NZ_JAVBZV010000002.1	960757	995137	34380
NZ_JAYWSN010000007.1	166615	200995	34380
NZ_JBCGFE010000004.1	346708	381088	34380
NZ_JBCGFJ010000004.1	346555	380935	34380
NZ_JBCGFL010000004.1	346143	380523	34380
NZ_JBCGFM010000004.1	346772	381152	34380
NZ_JBEHBG010000004.1	300743	335123	34380
NZ_JBEHBH010000005.1	300740	335120	34380
NZ_LLPH01000003.1	105874	140256	34382
NZ_RXVK01000004.1	89169	123610	34441
NZ_RXWR01000009.1	167659	202118	34459
NZ_JAHWAZ010000007.1	152131	186614	34483
NZ_JAXCMN010000009.1	152045	186528	34483
NZ_JAUZAE010000001.1	122664	157157	34493
NZ_CP056774.1	6145575	6180138	34563
NZ_NTAC01000003.1	72466	107053	34587
NZ_JAHWAP010000009.1	60469	95079	34610
NZ_RXTP01000025.1	99090	133711	34621
NZ_JASKXQ010000005.1	61332	95960	34628
NZ_JBEBLO010000001.1	548919	583548	34629
NZ_JACEGH010000080.1	36049	70690	34641
NZ_KI519045.1	480252	514893	34641
NZ_CP056100.1	6534577	6569231	34654
NZ_JADEVH010000001.1	6227163	6261817	34654
NZ_CP029707.1	5007986	5042641	34655
NZ_CP054591.1	6285055	6319710	34655
NZ_CP017353.1	960852	995512	34660
NZ_CP046069.1	4866842	4901502	34660
NZ_CP093020.1	4983846	5018506	34660
NZ_CP008871.2	5053956	5088617	34661
NZ_CP093355.1	5049818	5084479	34661
NZ_CP093357.1	4977852	5012513	34661
NZ_CP093358.1	5202040	5236701	34661
NZ_CP109843.1	5118133	5152794	34661
NZ_CAYTDV010000005.1	230112	264780	34668
NZ_CP106742.1	979735	1014403	34668
NZ_JABLTV010000001.1	123457	158125	34668
NZ_JACEQN010000003.1	144086	178754	34668
NZ_JAFHXD010000001.1	123082	157750	34668
NZ_JAHERK010000002.1	781997	816665	34668
NZ_JAIXJA010000003.1	130095	164763	34668
NZ_JAIXJG010000010.1	130076	164744	34668
NZ_JAJPKV010000001.1	123246	157914	34668
NZ_JAJPNC010000001.1	123060	157728	34668
NZ_JAMKYC010000001.1	123132	157800	34668
NZ_JAOXPQ010000014.1	123084	157752	34668
NZ_JAQAQD010000002.1	782000	816668	34668
NZ_JAREJS010000006.1	123132	157800	34668
NZ_JAREKE010000010.1	123132	157800	34668
NZ_JBEBLN010000003.1	230041	264709	34668
NZ_JBGVWR010000014.1	105507	140175	34668
NZ_JTMC01000006.1	123025	157693	34668
NZ_JTNP01000017.1	123136	157804	34668
NZ_LLPG01000023.1	123244	157912	34668
NZ_NRFT01000002.1	123207	157875	34668
NZ_RWXA01000102.1	123082	157750	34668
NZ_SCXA01000006.1	122947	157615	34668
NZ_SNVU01000006.1	123081	157749	34668
NZ_LLQL01000001.1	123242	157911	34669
NZ_SCXJ01000017.1	105168	139837	34669
NZ_JAFLHR010000008.1	188196	222872	34676
NZ_RWSP01000006.1	123315	157995	34680
NZ_LOHI01000001.1	110746	145443	34697
NZ_JAFLHY010000006.1	188130	222833	34703
NZ_CABIOR010000011.1	147257	181968	34711
NZ_QVBH02000003.1	131328	166053	34725
NZ_MPUM01000012.1	60476	95204	34728
NZ_JAPCIH010000012.1	60722	95451	34729
NZ_RXTM01000069.1	108352	143081	34729
NZ_CBYA010000164.1	95343	130123	34780
NZ_RXBS01000006.1	199381	234163	34782
NZ_JAFLHJ010000006.1	228578	263379	34801
NZ_JAFLHV010000007.1	188094	222895	34801
NZ_JAFLHQ010000006.1	188026	222831	34805
NZ_JAFLHZ010000007.1	228397	263207	34810
NZ_JTSD01000001.1	247417	282239	34822
NZ_JAPMIJ010000003.1	173092	207917	34825
NZ_JAPHWA010000076.1	353773	388602	34829
NZ_JAZICZ010000054.1	537718	572547	34829
NZ_JAFLHI010000166.1	80868	115704	34836
NZ_JAHYBH010000010.1	50853	85689	34836
NZ_JAREKG010000006.1	189154	223990	34836
NZ_JAREKH010000006.1	189154	223990	34836
NZ_JAXCNO010000009.1	166428	201264	34836
NZ_QZZN01000028.1	17426	52262	34836
NZ_QVBK02000008.1	51848	86691	34843
NZ_ALJH01000004.1	5901	40755	34854
NZ_CATOZF010000003.1	9397	44252	34855
NZ_CTFE01000062.1	6321	41176	34855
NZ_JAJTWN010000005.1	60732	95587	34855
NZ_JAKGUM010000009.1	10850	45705	34855
NZ_JAKRGO010000012.1	6321	41176	34855
NZ_JAKRGU010000004.1	6321	41176	34855
NZ_JAKRGX010000011.1	5680	40535	34855
NZ_JAKRGY010000012.1	7293	42148	34855
NZ_JAKRHC010000024.1	6321	41176	34855
NZ_JAKRHF010000012.1	6732	41587	34855
NZ_JAKRHL010000011.1	5706	40561	34855
NZ_JAKRHX010000012.1	6321	41176	34855
NZ_JAKRIF010000024.1	6321	41176	34855
NZ_JAKRIJ010000011.1	9416	44271	34855
NZ_JAKRIO010000025.1	6321	41176	34855
NZ_JAKRIW010000010.1	6321	41176	34855
NZ_JAKRJB010000009.1	6321	41176	34855
NZ_JAKRJD010000012.1	5843	40698	34855
NZ_JAKRJG010000009.1	5728	40583	34855
NZ_JAKRJM010000011.1	5702	40557	34855
NZ_JAKRJN010000012.1	5728	40583	34855
NZ_JAKRJP010000010.1	6343	41198	34855
NZ_JAKRJQ010000010.1	6343	41198	34855
NZ_JAKRJY010000011.1	6343	41198	34855
NZ_JAKRJZ010000013.1	5728	40583	34855
NZ_JAKRKA010000010.1	5728	40583	34855
NZ_JAWLLR010000011.1	5702	40557	34855
NZ_JAWLMG010000011.1	6321	41176	34855
NZ_JAWLMI010000010.1	5821	40676	34855
NZ_JAWLMR010000011.1	6321	41176	34855
NZ_JAWLMY010000009.1	4907	39762	34855
NZ_JAWLNE010000011.1	6321	41176	34855
NZ_JAWLNI010000011.1	6321	41176	34855
NZ_JAWLNJ010000011.1	5680	40535	34855
NZ_JAWLNK010000011.1	6321	41176	34855
NZ_JAWLNN010000011.1	5706	40561	34855
NZ_JBJMBI010000060.1	6050	40905	34855
NZ_JBJMBK010000035.1	4922	39777	34855
NZ_JMKR01000011.1	441687	476542	34855
NZ_MTGC01000051.1	6286	41141	34855
NZ_NSRU01000002.1	74752	109607	34855
NZ_NSTN01000019.1	6489	41344	34855
NZ_RWLX01000010.1	34291	69146	34855
NZ_JASKWJ010000006.1	6343	41202	34859
NZ_RWND01000009.1	6405	41275	34870
NZ_JACEOY010000002.1	551904	586790	34886
NZ_JAZHQJ010000004.1	171077	205963	34886
NZ_JTXZ01000011.1	34894	69780	34886
NZ_CATOWS010000006.1	234769	269656	34887
NZ_CAYAHP010000012.1	40868	75755	34887
NZ_CGFY01000080.1	161371	196258	34887
NZ_CP013993.1	6565054	6599941	34887
NZ_CP029090.1	5719546	5754433	34887
NZ_CP046060.1	6851820	6886707	34887
NZ_CP093030.1	6483219	6518106	34887
NZ_CP109920.1	6524172	6559059	34887
NZ_CP115215.1	1208326	1243213	34887
NZ_JACEPH010000001.1	551893	586780	34887
NZ_JACEPK010000003.1	547345	582232	34887
NZ_JACEQM010000002.1	551904	586791	34887
NZ_JACEQR010000002.1	551904	586791	34887
NZ_JACEQS010000002.1	444671	479558	34887
NZ_JACEQT010000002.1	444670	479557	34887
NZ_JAIXJC010000004.1	147796	182683	34887
NZ_JAJDQQ010000001.1	551904	586791	34887
NZ_JAJTWM010000033.1	281229	316116	34887
NZ_JAOXKC010000034.1	20560	55447	34887
NZ_JAOXKE010000015.1	20560	55447	34887
NZ_JAREKF010000001.1	552265	587152	34887
NZ_JAUEEY010000006.1	181960	216847	34887
NZ_JAVRMM010000009.1	126425	161312	34887
NZ_JBGSAI010000001.1	415479	450366	34887
NZ_JTOA01000001.1	22203	57090	34887
NZ_JTOX01000016.1	22203	57090	34887
NZ_KI914478.1	1250418	1285305	34887
NZ_KK212400.1	351262	386149	34887
NZ_KK212477.1	351440	386327	34887
NZ_LLQB01000001.1	551881	586768	34887
NZ_LNBU01000002.1	326752	361639	34887
NZ_NRBI01000002.1	444669	479556	34887
NZ_NRGM01000002.1	444665	479552	34887
NZ_NSNA01000002.1	617446	652333	34887
NZ_NSNB01000008.1	177208	212095	34887
NZ_NSNH01000005.1	412364	447251	34887
NZ_NSNQ01000001.1	617322	652209	34887
NZ_NSQU01000003.1	457439	492326	34887
NZ_NSTG01000002.1	570339	605226	34887
NZ_NTAT01000002.1	552092	586979	34887
NZ_PSQR01000005.1	2081943	2116830	34887
NZ_RACM01000077.1	209589	244476	34887
NZ_RACN01000085.1	54008	88895	34887
NZ_RACO01000168.1	444483	479370	34887
NZ_RXBL01000012.1	86573	121460	34887
NZ_RXDF01000002.1	664456	699343	34887
NZ_VMTW01000021.1	21684	56571	34887
NZ_CAADNU010000402.1	2360	37294	34934
NZ_CABIOW010000002.1	142582	177516	34934
NZ_CABIOX010000003.1	114218	149152	34934
NZ_CABIOZ010000002.1	142582	177516	34934
NZ_CP069198.1	166310	201244	34934
NZ_JAGFKI010000014.1	59698	94632	34934
NZ_JAIPTK010000001.1	160568	195502	34934
NZ_JAPMUN010000007.1	146901	181835	34934
NZ_JAVFCG010000008.1	160569	195503	34934
NZ_JAVFCH010000001.1	160569	195503	34934
NZ_JAVFCI010000004.1	160569	195503	34934
NZ_JAVVNB010000002.1	2294993	2329927	34934
NZ_JAVVNC010000007.1	2818538	2853472	34934
NZ_JAVVNE010000003.1	5547854	5582788	34934
NZ_JAWIWK010000009.1	56307	91241	34934
NZ_JAXCPC010000005.1	59889	94823	34934
NZ_JAXCPG010000001.1	59889	94823	34934
NZ_JAZBSU010000007.1	160696	195630	34934
NZ_JAZIDH010000017.1	84068	119002	34934
NZ_JTQS01000020.1	59909	94843	34934
NZ_JTSN01000051.1	49145	84079	34934
NZ_MPBP01000001.1	2828576	2863510	34934
NZ_VLOE01000001.1	59844	94778	34934
NZ_JTOD01000009.1	12663	47611	34948
NZ_JAVMRC010000005.1	167222	202178	34956
NZ_MCMG01000007.1	205924	240910	34986
NZ_JAPCUC010000001.1	199830	234827	34997
NZ_JAIZEA010000002.1	540947	575958	35011
NZ_JAIZEB010000002.1	541047	576058	35011
NZ_JASUAK010000002.1	540947	575958	35011
NZ_FRFT01000021.1	124477	159503	35026
NZ_JAPCSY010000041.1	1369	36438	35069
NZ_JBDZZE010000002.1	84649	119723	35074
NZ_RWZS01000025.1	741	35816	35075
NZ_JAXIRY010000003.1	72480	107556	35076
NZ_CP086016.1	1861757	1896850	35093
NZ_JAVFFU010000016.1	123151	158244	35093
NZ_JRAU01000042.1	59837	94930	35093
NZ_NSPH01000001.1	60191	95284	35093
NZ_JASKYQ010000002.1	17555	52654	35099
NZ_JBIDHT010000002.1	164886	199985	35099
NZ_RWPS01000002.1	37588	72689	35101
NZ_RWWU01000189.1	15957	51058	35101
NZ_CP011857.1	5096832	5131942	35110
NZ_CP015117.1	1859079	1894189	35110
NZ_CP065966.1	1852174	1887284	35110
NZ_CP101912.1	5103414	5138524	35110
NZ_JAGFKK010000001.1	820631	855741	35110
NZ_JAKRHN010000002.1	533522	568632	35110
NZ_JAKRHO010000012.1	185637	220747	35110
NZ_JAKRHP010000001.1	914964	950074	35110
NZ_JAKRHW010000014.1	185493	220603	35110
NZ_JAKRHZ010000011.1	185493	220603	35110
NZ_JAKRIB010000026.1	16264	51374	35110
NZ_JAKRID010000010.1	185493	220603	35110
NZ_JAKRIV010000010.1	185493	220603	35110
NZ_JAKRIZ010000014.1	185493	220603	35110
NZ_JAKRJI010000010.1	185515	220625	35110
NZ_JAKRJO010000013.1	185515	220625	35110
NZ_JAKRJS010000012.1	185515	220625	35110
NZ_JAKRJT010000014.1	185515	220625	35110
NZ_JAKRJW010000013.1	185515	220625	35110
NZ_JAWLLT010000011.1	185515	220625	35110
NZ_JAWLLZ010000010.1	185515	220625	35110
NZ_JAWLMM010000013.1	185493	220603	35110
NZ_JAWLMP010000010.1	185493	220603	35110
NZ_JAWLMS010000011.1	185493	220603	35110
NZ_JAWLMZ010000011.1	185493	220603	35110
NZ_JAWLNC010000011.1	185493	220603	35110
NZ_JAWLNF010000011.1	185493	220603	35110
NZ_JAWLNR010000011.1	185493	220603	35110
NZ_JBJMBJ010000011.1	185520	220630	35110
NZ_KE503217.1	185487	220597	35110
NZ_KE503224.1	1839683	1874793	35110
NZ_KN050641.1	1853014	1888124	35110
NZ_LFMN01000017.1	227356	262466	35110
NZ_LLNN01000002.1	187689	222799	35110
NZ_LLOK01000003.1	185677	220787	35110
NZ_LLPB01000002.1	185677	220787	35110
NZ_LLTK01000004.1	185635	220745	35110
NZ_LR134309.1	5103628	5138738	35110
NZ_LSQF01000002.1	185565	220675	35110
NZ_LSQG01000002.1	185565	220675	35110
NZ_CP150883.1	5325281	5360396	35115
NZ_JABNNA010000014.1	144691	179806	35115
NZ_KI518732.1	2266344	2301459	35115
NZ_JBJYCJ010000002.1	650800	685930	35130
NZ_CP159840.1	3415757	3450895	35138
NZ_JAPMIH010000012.1	70764	105941	35177
NZ_JASTYV010000014.1	70814	105991	35177
NZ_NSQH01000002.1	329891	365080	35189
NZ_CAAKMQ010000066.1	154648	189838	35190
NZ_CAAKMS010000149.1	285384	320574	35190
NZ_CAAKMT010000144.1	52274	87464	35190
NZ_CAAKMU010000090.1	445749	480939	35190
NZ_LLPS01000080.1	36004	71229	35225
NZ_JACCIH010000009.1	99270	134549	35279
NZ_JAHYAD010000004.1	12034	47313	35279
NZ_JAHYAG010000003.1	111026	146305	35279
NZ_JAHYAU010000008.1	8717	43996	35279
NZ_JAHYBJ010000003.1	95277	130556	35279
NZ_JAHYBL010000006.1	111026	146305	35279
NZ_JAJAUF010000002.1	565788	601067	35279
NZ_JAXMPT010000006.1	111053	146332	35279
NZ_JBHMGE010000005.1	110949	146228	35279
NZ_JBIDIK010000012.1	110946	146225	35279
NZ_JBIDIM010000002.1	318271	353550	35279
NZ_JBIUGD010000082.1	201421	236700	35279
NZ_LYTX01000014.1	73667	108946	35279
NZ_JABGOI010000009.1	10517	45806	35289
NZ_JABGOJ010000008.1	124387	159676	35289
NZ_JABGOK010000008.1	124390	159681	35291
NZ_JABGOL010000007.1	124390	159681	35291
NZ_JAFBYS010000007.1	142825	178142	35317
NZ_JBJQUR010000071.1	500165	535501	35336
NZ_JAIPSM010000004.1	165240	200608	35368
NZ_NIOT01000009.1	98861	134263	35402
NZ_NIPC01000037.1	72507	107911	35404
NZ_JBBELG010000032.1	72382	107787	35405
NZ_MPUO01000052.1	23990	59395	35405
NZ_QVBV02000009.1	98845	134250	35405
NZ_CP096909.1	4277784	4313207	35423
NZ_JBJYCH010000002.1	537342	572768	35426
NZ_JAODZD010000001.1	124040	159470	35430
NZ_LLPD01000023.1	134222	169652	35430
NZ_RWZN01000002.1	139374	174836	35462
NZ_JAJAUD010000026.1	35844	71312	35468
NZ_JAJAUE010000001.1	35822	71290	35468
NZ_CP115221.1	715868	751357	35489
NZ_CP089236.1	5077967	5113462	35495
NZ_CP093024.1	5323331	5358859	35528
NZ_FNLU01000005.1	60483	96011	35528
NZ_FNLY01000007.1	60483	96011	35528
NZ_FNMB01000008.1	60483	96011	35528
NZ_FNMC01000006.1	60483	96011	35528
NZ_FNMD01000005.1	60483	96011	35528
NZ_JAIPSQ010000001.1	72434	107962	35528
NZ_JALJOC010000012.1	60434	95962	35528
NZ_JASKXS010000004.1	61091	96619	35528
NZ_JAVFGV010000012.1	72915	108443	35528
NZ_JAXMPV010000001.1	145611	181139	35528
NZ_JBCIYJ010000002.1	60462	95990	35528
NZ_JBCIYK010000001.1	2437	37965	35528
NZ_MCMD01000005.1	138369	173897	35528
NZ_RAFN01000059.1	145681	181209	35528
NZ_RWWZ01000138.1	72199	107727	35528
NZ_JBIGKN010000001.1	2308179	2343708	35529
NZ_NSWW01000002.1	539459	575012	35553
NZ_JAJPLE010000004.1	556913	592474	35561
NZ_JAJPNT010000003.1	558208	593769	35561
NZ_JANUWR010000067.1	21972	57533	35561
NZ_JANUXA010000078.1	23488	59049	35561
NZ_JAUFRO010000021.1	23286	58847	35561
NZ_LLRP01000001.1	525109	560697	35588
NZ_SCXB01000002.1	134088	169682	35594
NZ_JBIDFR010000013.1	118133	153732	35599
NZ_CABIOT010000004.1	73142	108746	35604
NZ_CP087673.1	5221876	5257480	35604
NZ_CP116935.1	5228693	5264297	35604
NZ_CP133737.1	5196219	5231823	35604
NZ_JAVQQJ010000013.1	103563	139167	35604
NZ_JAVQQK010000013.1	109596	145200	35604
NZ_JAVQQL010000011.1	103535	139139	35604
NZ_JAVQRA010000004.1	102556	138160	35604
NZ_JAVQRG010000011.1	103535	139139	35604
NZ_JAWIWN010000002.1	607329	642933	35604
NZ_JAXCPR010000001.1	524932	560536	35604
NZ_JAZBST010000003.1	267368	302972	35604
NZ_JAZBTO010000005.1	24117	59721	35604
NZ_JAZBUE010000008.1	72645	108249	35604
NZ_JAZBUJ010000003.1	72658	108262	35604
NZ_JAZBVD010000017.1	44307	79911	35604
NZ_JTYC01000012.1	202101	237705	35604
NZ_JTZD01000002.1	119970	155574	35604
NZ_SCWK01000041.1	55899	91503	35604
NZ_SCWZ01000011.1	72914	108518	35604
NZ_SCXG01000001.1	525171	560775	35604
NZ_SCXH01000001.1	525171	560775	35604
NZ_SCXK01000001.1	525171	560775	35604
NZ_SCXL01000016.1	73061	108665	35604
NZ_JAPMUL010000007.1	113484	149089	35605
NZ_JAPZKD010000003.1	353442	389047	35605
NZ_JAIXJL010000012.1	103598	139204	35606
NZ_NSRB01000017.1	6215	41875	35660
NZ_NSOL01000002.1	538732	574418	35686
NZ_CP059995.1	5155070	5190833	35763
NZ_JAIXJM010000007.1	99777	135540	35763
NZ_JBEBLK010000005.1	244743	280506	35763
NZ_WOFT01000002.1	673772	709535	35763
NZ_CP054792.1	4890332	4926104	35772
NZ_CP115253.1	5078091	5113890	35799
NZ_JAZBTP010000014.1	72642	108443	35801
NZ_CP159841.1	1085780	1121586	35806
NZ_VJNH01000001.1	539088	574921	35833
NZ_UGUE01000005.1	912474	948316	35842
NZ_JAIXJP010000013.1	98937	134784	35847
NZ_QZZD01000147.1	98258	134105	35847
NZ_VLHS01000009.1	99049	134896	35847
NZ_CP056093.1	6004537	6040408	35871
NZ_JAGEYE010000001.1	123020	158903	35883
NZ_JAGEYF010000001.1	123020	158903	35883
NZ_JAMSLI010000001.1	123227	159110	35883
NZ_JAPCUU010000009.1	123227	159110	35883
NZ_JAVFFS010000002.1	123277	159160	35883
