Accession	Start	Stop	Size
NZ_JAJDRQ010000001.1	379294	553853	174559
NZ_NIOS01000057.1	270173	444997	174824
NZ_CATOWU010000005.1	56735	231625	174890
NZ_CABMLY010000024.1	141121	316041	174920
NZ_LYLY01000024.1	141121	316041	174920
NZ_JAMKXN010000001.1	335162	510094	174932
NZ_CP017353.1	5095492	5270430	174938
NZ_CP118566.1	2335584	2510533	174949
NZ_MULF01000004.1	141105	316055	174950
NZ_MVBQ01000005.1	141110	316060	174950
NZ_WOAP01000003.1	370245	545195	174950
NZ_CP143898.1	5300612	5475564	174952
NZ_CP136909.1	2381300	2556265	174965
NZ_CP157459.1	2382622	2557587	174965
NZ_CP157460.1	2383466	2558431	174965
NZ_JTTS01000003.1	90150	265115	174965
NZ_KI518781.1	1146882	1321847	174965
NZ_KK213168.1	1534643	1709608	174965
NZ_CP166821.1	2375223	2550206	174983
NZ_QVCG02000002.1	49430	224414	174984
NZ_CP160311.1	2429624	2604609	174985
NZ_RXAE01000001.1	1078812	1253806	174994
NZ_KV830052.1	370374	545707	175333
NZ_JAHWBF010000002.1	274666	450101	175435
NZ_KK212160.1	368648	544207	175559
NZ_JAXCMM010000003.1	367393	542988	175595
NZ_RABQ01000038.1	141087	316842	175755
NZ_RABT01000043.1	141070	316825	175755
NZ_UWWR01000001.1	3506062	3682241	176179
NZ_UWXL01000001.1	4418061	4594247	176186
NZ_UWVR01000001.1	5871545	6047732	176187
NZ_CP159883.1	2339994	2516614	176620
NZ_CATOWP010000001.1	616800	794316	177516
